Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1300342,22-Jul-15,24-Jul-15,43616308,4361630800,43616308,100,2745,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300342,SRX554147,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621433,SAMN02740211,simple,1486918,Ostreococcus mediterraneus,MMETSP0929,,,,,,,no,,,,,NCGR,SRA167331,,public,6E0EF0FF750A924E6B0127C0227B5DE2,DE69C054E5CBB9C28C529F164D939CFF
SRR1300343,22-Jul-15,24-Jul-15,23010916,2301091600,23010916,100,1439,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300343,SRX554148,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621434,SAMN02740554,simple,2950,Symbiodinium sp.,MMETSP1123,,,,,,,no,,,,,NCGR,SRA167331,,public,3804C57AE82F930F048927A9BDC4FAAC,01603AAA6FAE723EEADBD8935063B993
SRR1300344,22-Jul-15,24-Jul-15,24945952,2494595200,24945952,100,1568,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300344,SRX554149,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621435,SAMN02740555,simple,2950,Symbiodinium sp.,MMETSP1124,,,,,,,no,,,,,NCGR,SRA167331,,public,6AD65189D88BF220B12EECD362E4D689,FA882BFD2A1AD87B50FD1620BDEA4689
SRR1300345,22-Jul-15,24-Jul-15,25160446,2516044600,25160446,100,1590,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300345,SRX554150,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621436,SAMN02740556,simple,2950,Symbiodinium sp.,MMETSP1125,,,,,,,no,,,,,NCGR,SRA167331,,public,2030E8C167188A5D6B9BD6BE6E1C7DF9,12B6935702F6B85330222C9608DD3D8D
SRR1300346,22-Jul-15,24-Jul-15,22502502,2250250200,22502502,100,1423,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300346,SRX554151,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621437,SAMN02740560,simple,40639,Isochrysis sp.,MMETSP1129,,,,,,,no,,,,,NCGR,SRA167331,,public,69DCF7AAC79C881F3D4E9FAB555338B6,BBE3B250C4786287117F0F5BEA087A93
SRR1300347,22-Jul-15,24-Jul-15,21734876,2173487600,21734876,100,1380,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300347,SRX554152,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621438,SAMN02740564,simple,13221,Pleurochrysis carterae,MMETSP1136,,,,,,,no,,,,,NCGR,SRA167331,,public,B644F4F0A7A07FD132AE51BBA12FDFAC,BE885131371317EF2E99080F7C8B2B36
SRR1300348,22-Jul-15,24-Jul-15,26584147,2658414700,26584147,100,1662,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300348,SRX554153,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621439,SAMN02740565,simple,13221,Pleurochrysis carterae,MMETSP1137,,,,,,,no,,,,,NCGR,SRA167331,,public,42AE53067DC9FD1502F011FCD557D1BC,B70E936F6B0E97E7CAF5BEB818B12AB1
SRR1300349,22-Jul-15,24-Jul-15,21166574,2116657400,21166574,100,1328,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300349,SRX554154,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621440,SAMN02740566,simple,13221,Pleurochrysis carterae,MMETSP1138,,,,,,,no,,,,,NCGR,SRA167331,,public,78D1BD0BCA35B480094B9FAD32E020CF,1211637C34964D3DD0598B9989DE4CBA
SRR1300350,22-Jul-15,24-Jul-15,35802371,3580237100,35802371,100,2369,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300350,SRX554155,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621441,SAMN02740539,simple,464988,Hemiselmis andersenii,MMETSP1041,,,,,,,no,,,,,NCGR,SRA167331,,public,AECEB29B1115671E3F41BECCB2B4F2FD,8791DA85CD0F328E1867E36933FF7CDE
SRR1300351,22-Jul-15,24-Jul-15,24684994,2468499400,24684994,100,1581,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300351,SRX554156,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621442,SAMN02740540,simple,464988,Hemiselmis andersenii,MMETSP1042,,,,,,,no,,,,,NCGR,SRA167331,,public,5454F0E5D283475FAAE4D445F18ACFC4,4DCE23ACB7DC8950AD3DF9C0B96B7DF2
